37.878,142.08,319.14,559.54,847.05,1164.6,1497.8,1835.2,2168.9,2493.8,2806.1,3104.2,3387.1,3654.5,3906.8,4144.2,4367.4,4577,4773.7,4958.1,5131,5293,5444.6,5586.5,5719.2,5843.1,5958.7,6066.6,6166.9,6260.3,6346.9,6427.1,6501.2,6569.6,6632.4,6689.9,6742.4,6790.1,6833.2,6871.9,6906.3,6936.8,6963.3,6986.2,7005.5,7021.4,7034.1,7043.6,7049.6,7023.2
141.28,448.92,882.08,1386.3,1917.1,2444.2,2949.7,3424.3,3864.4,4270,4641.4,4981.5,5292.5,5577.1,5837.5,6075.9,6294.4,6494.7,6678.2,6846.5,7000.8,7142.1,7271.5,7389.7,7497.6,7596,7685.3,7766.3,7839.4,7905.1,7963.8,8016.1,8062.1,8102.4,8137.1,8166.7,8191.3,8211.3,8226.8,8238.1,8245.5,8249.1,8249,8245.6,8238.9,8229.2,8216.4,8200.9,8182.2,8127.3
527.64,1373,2315.3,3228.3,4058.6,4791.1,5429.1,5982.7,6463.5,6882.9,7249,7570.5,7853.8,8104.3,8326.3,8523.4,8698.6,8854.3,8992.7,9115.4,9223.9,9319.7,9403.8,9477.1,9540.6,9594.9,9640.9,9679.1,9710.1,9734.3,9752.2,9764.3,9770.9,9772.3,9768.9,9761,9748.9,9732.8,9713,9689.6,9662.9,9633.1,9600.4,9564.9,9526.8,9486.3,9443.4,9398.3,9350.6,9263.3
1972.1,3995.9,5647.3,6917,7886.5,8634.4,9221,9689.3,10069,10382,10641,10857,11038,11191,11320,11427,11517,11590,11650,11697,11732,11758,11774,11782,11782,11776,11762,11743,11718,11689,11654,11615,11572,11526,11476,11422,11366,11307,11245,11181,11115,11046,10976,10904,10830,10755,10678,10600,10521,10398
7374,10695,12323,13197,13711,14037,14255,14406,14511,14585,14632,14661,14673,14672,14659,14637,14605,14566,14520,14467,14408,14344,14275,14202,14124,14043,13958,13871,13780,13687,13592,13494,13394,13293,13190,13086,12980,12873,12766,12657,12547,12437,12327,12215,12104,11992,11879,11767,11653,11495
27581,24119,22351,21332,20675,20205,19840,19540,19281,19052,18840,18642,18454,18273,18098,17926,17756,17589,17423,17258,17094,16930,16766,16603,16441,16278,16116,15954,15793,15632,15472,15312,15152,14994,14835,14678,14521,14365,14210,14056,13902,13750,13598,13447,13298,13149,13001,12854,12707,12513
32983,30818,29025,27609,26495,25600,24862,24237,23696,23219,22786,22389,22019,21673,21344,21029,20727,20436,20153,19878,19609,19347,19090,18839,18592,18349,18111,17876,17645,17418,17194,16973,16755,16541,16329,16121,15915,15712,15511,15314,15118,14926,14735,14547,14362,14178,13997,13818,13640,13413
34427,33440,32354,31291,30310,29421,28619,27893,27232,26627,26064,25538,25042,24572,24125,23697,23286,22890,22508,22137,21778,21430,21091,20760,20438,20124,19818,19518,19225,18939,18658,18383,18114,17850,17592,17338,17089,16844,16604,16368,16136,15909,15685,15464,15247,15034,14824,14618,14414,14158
34813,34361,33779,33115,32417,31712,31015,30337,29682,29053,28446,27861,27298,26756,26233,25729,25242,24771,24315,23874,23446,23031,22628,22237,21856,21486,21126,20776,20434,20101,19776,19459,19149,18847,18551,18262,17979,17702,17431,17165,16905,16650,16400,16154,15913,15677,15445,15217,14993,14715
34914,34659,34317,33890,33400,32859,32283,31686,31078,30470,29863,29264,28676,28101,27540,26994,26464,25949,25449,24964,24494,24038,23595,23165,22748,22343,21949,21565,21193,20830,20477,20132,19797,19470,19150,18839,18534,18237,17946,17661,17383,17111,16844,16583,16327,16076,15830,15589,15351,15060
34935,34726,34451,34099,33680,33200,32672,32111,31526,30932,30331,29731,29137,28553,27981,27423,26879,26350,25835,25336,24852,24381,23925,23482,23052,22635,22229,21835,21451,21078,20715,20362,20017,19682,19354,19035,18723,18418,18121,17830,17545,17267,16995,16728,16467,16211,15960,15715,15473,15177
34914,34659,34317,33890,33400,32859,32283,31686,31078,30470,29863,29264,28676,28101,27540,26994,26464,25949,25449,24964,24494,24038,23595,23165,22748,22343,21949,21565,21193,20830,20477,20132,19797,19470,19150,18839,18534,18237,17946,17661,17383,17111,16844,16583,16327,16076,15830,15589,15351,15060
34813,34361,33779,33115,32417,31712,31015,30337,29682,29053,28446,27861,27298,26756,26233,25729,25242,24771,24315,23874,23446,23031,22628,22237,21856,21486,21126,20776,20434,20101,19776,19459,19149,18847,18551,18262,17979,17702,17431,17165,16905,16650,16400,16154,15913,15677,15445,15217,14993,14715
34427,33440,32354,31291,30310,29421,28619,27893,27232,26627,26064,25538,25042,24572,24125,23697,23286,22890,22508,22137,21778,21430,21091,20760,20438,20124,19818,19518,19225,18939,18658,18383,18114,17850,17592,17338,17089,16844,16604,16368,16136,15909,15685,15464,15247,15034,14824,14618,14414,14158
32983,30818,29025,27609,26495,25600,24862,24237,23696,23219,22786,22389,22019,21673,21344,21029,20727,20436,20153,19878,19609,19347,19090,18839,18592,18349,18111,17876,17645,17418,17194,16973,16755,16541,16329,16121,15915,15712,15511,15314,15118,14926,14735,14547,14362,14178,13997,13818,13640,13413
27581,24119,22351,21332,20675,20205,19840,19540,19281,19052,18840,18642,18454,18273,18098,17926,17756,17589,17423,17258,17094,16930,16766,16603,16441,16278,16116,15954,15793,15632,15472,15312,15152,14994,14835,14678,14521,14365,14210,14056,13902,13750,13598,13447,13298,13149,13001,12854,12707,12513
7374,10695,12323,13197,13711,14037,14255,14406,14511,14585,14632,14661,14673,14672,14659,14637,14605,14566,14520,14467,14408,14344,14275,14202,14124,14043,13958,13871,13780,13687,13592,13494,13394,13293,13190,13086,12980,12873,12766,12657,12547,12437,12327,12215,12104,11992,11879,11767,11653,11495
1972.1,3995.9,5647.3,6917,7886.5,8634.4,9221,9689.3,10069,10382,10641,10857,11038,11191,11320,11427,11517,11590,11650,11697,11732,11758,11774,11782,11782,11776,11762,11743,11718,11689,11654,11615,11572,11526,11476,11422,11366,11307,11245,11181,11115,11046,10976,10904,10830,10755,10678,10600,10521,10398
527.64,1373,2315.3,3228.3,4058.6,4791.1,5429.1,5982.7,6463.5,6882.9,7249,7570.5,7853.8,8104.3,8326.3,8523.4,8698.6,8854.3,8992.7,9115.4,9223.9,9319.7,9403.8,9477.1,9540.6,9594.9,9640.9,9679.1,9710.1,9734.3,9752.2,9764.3,9770.9,9772.3,9768.9,9761,9748.9,9732.8,9713,9689.6,9662.9,9633.1,9600.4,9564.9,9526.8,9486.2,9443.4,9398.3,9350.6,9263.3
141.28,448.92,882.08,1386.3,1917.1,2444.2,2949.7,3424.3,3864.4,4270,4641.4,4981.5,5292.5,5577,5837.5,6075.9,6294.4,6494.6,6678.2,6846.5,7000.8,7142.1,7271.5,7389.7,7497.6,7596,7685.3,7766.3,7839.4,7905.1,7963.8,8016.1,8062.1,8102.4,8137.1,8166.7,8191.3,8211.2,8226.8,8238.1,8245.5,8249.1,8249,8245.6,8238.9,8229.2,8216.4,8200.9,8182.2,8127.4
37.878,142.08,319.14,559.54,847.05,1164.6,1497.8,1835.2,2168.9,2493.8,2806.1,3104.2,3387.1,3654.5,3906.8,4144.2,4367.4,4577,4773.7,4958.1,5131,5293,5444.6,5586.5,5719.2,5843.1,5958.7,6066.6,6166.9,6260.3,6346.9,6427.1,6501.2,6569.5,6632.4,6689.9,6742.4,6790.1,6833.2,6871.9,6906.3,6936.8,6963.3,6986.2,7005.5,7021.4,7034.1,7043.6,7049.6,7023.2
10.189,43.965,111.16,215.38,354.95,524.83,718.51,929.4,1151.5,1379.8,1610.2,1839.5,2065.6,2286.7,2501.6,2709.5,2910,3102.8,3287.7,3464.7,3633.9,3795.4,3949.5,4096.2,4235.8,4368.6,4494.7,4614.4,4728,4835.5,4937.2,5033.4,5124.2,5209.9,5290.5,5366.3,5437.5,5504.1,5566.4,5624.6,5678.7,5728.9,5775.3,5818.1,5857.3,5893.2,5925.8,5955.1,5981,5978.2
2.7679,13.397,37.628,79.881,142.53,225.85,328.56,448.31,582.29,727.63,881.41,1041.2,1204.8,1370.5,1536.6,1701.9,1865.5,2026.6,2184.5,2338.9,2489.3,2635.6,2777.4,2914.9,3047.8,3176.1,3299.8,3419.1,3533.8,3644,3749.8,3851.4,3948.7,4041.8,4130.9,4215.9,4297.1,4374.4,4448,4518,4584.4,4647.4,4707,4763.2,4816.3,4866.2,4913,4956.8,4997.4,5013.1
0.77675,4.051,12.467,28.767,55.272,93.533,144.25,207.36,282.18,367.68,462.5,565.28,674.64,789.25,907.89,1029.5,1153,1277.6,1402.6,1527.3,1651.3,1774.1,1895.3,2014.7,2131.9,2246.8,2359.2,2469,2576.1,2680.3,2781.7,2880.2,2975.8,3068.4,3158.1,3244.8,3328.5,3409.4,3487.3,3562.3,3634.5,3703.8,3770.4,3834.2,3895.3,3953.7,4009.4,4062.5,4112.8,4141.8
0.24173,1.233,4.0743,10.126,20.835,37.511,61.177,92.49,131.74,178.9,233.66,295.54,363.94,438.16,517.47,601.17,688.54,778.92,871.7,966.33,1062.3,1159.1,1256.4,1353.8,1451,1547.7,1643.7,1738.7,1832.7,1925.3,2016.5,2106.1,2194.1,2280.3,2364.7,2447.3,2527.9,2606.5,2683.2,2757.7,2830.2,2900.7,2969,3035.2,3099.3,3161.3,3221.2,3279,3334.4,3372.1
0.097752,0.3921,1.3305,3.5106,7.6813,14.65,25.194,39.981,59.525,84.18,114.11,149.34,189.77,235.19,285.3,339.76,398.19,460.19,525.35,593.29,663.62,735.97,810,885.39,961.85,1039.1,1116.9,1195,1273.2,1351.3,1429.1,1506.6,1583.4,1659.6,1735,1809.5,1883,1955.4,2026.6,2096.7,2165.4,2232.8,2298.9,2363.4,2426.6,2488.2,2548.3,2606.9,2663.6,2705.9
0.059133,0.14289,0.44768,1.215,2.7922,5.6061,10.127,16.827,26.143,38.457,54.063,73.183,95.949,122.41,152.55,186.29,223.49,263.99,307.59,354.07,403.2,454.76,508.5,564.2,621.62,680.55,740.79,802.13,864.38,927.36,990.92,1054.9,1119.1,1183.5,1247.9,1312.2,1376.2,1439.9,1503.3,1566.1,1628.3,1689.8,1750.7,1810.7,1869.9,1928.2,1985.5,2041.8,2096.9,2140.4
0.049223,0.069451,0.1669,0.4326,1.0155,2.1204,3.9981,6.9299,11.208,17.123,24.938,34.891,47.177,61.949,79.309,99.319,122,147.33,175.27,205.73,238.63,273.84,311.25,350.72,392.1,435.26,480.04,526.31,573.93,622.74,672.62,723.44,775.07,827.38,880.27,933.62,987.32,1041.3,1095.4,1149.6,1203.7,1257.8,1311.6,1365.2,1418.5,1471.4,1523.9,1575.8,1627,1669.2
0.047475,0.048488,0.078638,0.1697,0.38171,0.8061,1.5658,2.8115,4.7148,7.4613,11.239,16.235,22.624,30.563,40.186,51.606,64.906,80.149,97.368,116.58,137.77,160.92,185.99,212.93,241.66,272.11,304.21,337.87,372.99,409.49,447.27,486.24,526.29,567.35,609.3,652.07,695.57,739.7,784.38,829.53,875.06,920.91,966.99,1013.2,1059.6,1105.9,1152.2,1198.4,1244.4,1283.4
0.048278,0.043637,0.051881,0.082713,0.159,0.31933,0.6202,1.1365,1.9604,3.199,4.9701,7.3991,10.614,14.739,19.895,26.19,33.724,42.581,52.831,64.528,77.715,92.417,108.65,126.41,145.68,166.46,188.71,212.38,237.45,263.86,291.55,320.48,350.57,381.77,414.02,447.24,481.37,516.35,552.11,588.57,625.68,663.37,701.58,740.23,779.27,818.63,858.26,898.1,938,972.7
0.049968,0.043975,0.045037,0.054983,0.082005,0.14167,0.25869,0.46823,0.81658,1.3612,2.1693,3.3175,4.8884,6.969,9.6479,13.013,17.148,22.134,28.044,34.944,42.892,51.935,62.114,73.459,85.993,99.729,114.67,130.82,148.17,166.7,186.39,207.22,229.16,252.17,276.22,301.26,327.27,354.18,381.96,410.55,439.92,470,500.75,532.11,564.05,596.49,629.4,662.72,696.35,726.18
0.052006,0.04604,0.044734,0.047267,0.056285,0.077879,0.12248,0.20587,0.35013,0.5843,0.94441,1.4737,2.2216,3.243,4.597,6.3454,8.5514,11.278,14.588,18.539,23.189,28.589,34.785,41.82,49.73,58.544,68.288,78.979,90.632,103.25,116.85,131.41,146.94,163.41,180.83,199.16,218.39,238.5,259.45,281.21,303.76,327.07,351.08,375.78,401.12,427.07,453.57,480.6,508.07,532.85
0.054226,0.048686,0.046561,0.046321,0.048634,0.055823,0.072203,0.10464,0.1632,0.26185,0.41886,0.65728,1.0049,1.4938,2.1606,3.0451,4.1899,5.64,7.4413,9.6401,12.282,15.413,19.075,23.308,28.151,33.637,39.799,46.662,54.25,62.582,71.674,81.538,92.18,103.6,115.81,128.8,142.56,157.09,172.37,188.39,205.14,222.58,240.7,259.49,278.9,298.93,319.53,340.68,362.32,382.11
0.056632,0.051585,0.049118,0.047758,0.047546,0.049337,0.054867,0.067031,0.090257,0.13095,0.19788,0.3027,0.46004,0.68774,1.0067,1.4409,2.017,2.764,3.7129,4.8961,6.3471,8.0997,10.188,12.644,15.501,18.789,22.538,26.774,31.521,36.803,42.638,49.043,56.033,63.619,71.809,80.609,90.023,100.05,110.69,121.94,133.79,146.24,159.26,172.86,187.02,201.71,216.93,232.66,248.86,263.81
0.059396,0.054887,0.052311,0.050557,0.049517,0.04946,0.05103,0.055359,0.064277,0.080549,0.10811,0.15242,0.22061,0.32175,0.46691,0.66922,0.94381,1.3077,1.7796,2.3797,3.1294,4.0509,5.1673,6.5014,8.0764,9.9151,12.039,14.47,17.228,20.332,23.798,27.643,31.881,36.524,41.583,47.066,52.98,59.33,66.12,73.352,81.024,89.136,97.684,106.66,116.07,125.89,136.12,146.75,157.76,168.01
0.063184,0.059696,0.057521,0.056014,0.055052,0.054668,0.055042,0.056532,0.059758,0.065716,0.075879,0.092361,0.11801,0.15657,0.21276,0.29233,0.40213,0.55003,0.74488,0.99646,1.3153,1.7126,2.2,2.7896,3.4936,4.3244,5.294,6.4145,7.6973,9.1536,10.794,12.628,14.664,16.912,19.378,22.069,24.99,28.146,31.542,35.178,39.059,43.184,47.553,52.167,57.023,62.119,67.453,73.02,78.816,84.225
